,TIME_PERIOD,FREQUENCY,INDICATOR,value,missing,anomaly
1273,2005-05-19,D,effective_federal_funds_rate,3.02,False,False
1274,2005-05-20,D,effective_federal_funds_rate,3.01,False,False
1275,2005-05-23,D,effective_federal_funds_rate,3.01,False,False
1276,2005-05-24,D,effective_federal_funds_rate,2.99,False,False
1277,2005-05-25,D,effective_federal_funds_rate,3.01,False,False
1278,2005-05-26,D,effective_federal_funds_rate,3.01,False,False
1279,2005-05-27,D,effective_federal_funds_rate,3.01,False,False
1280,2005-05-30,D,effective_federal_funds_rate,,True,True
1281,2005-05-31,D,effective_federal_funds_rate,3.09,False,False
1282,2005-06-01,D,effective_federal_funds_rate,3.02,False,False
1283,2005-06-02,D,effective_federal_funds_rate,3.0,False,False
1284,2005-06-03,D,effective_federal_funds_rate,2.99,False,False
1285,2005-06-06,D,effective_federal_funds_rate,3.0,False,False
1286,2005-06-07,D,effective_federal_funds_rate,2.96,False,False
1287,2005-06-08,D,effective_federal_funds_rate,2.96,False,False
1288,2005-06-09,D,effective_federal_funds_rate,3.01,False,False
1289,2005-06-10,D,effective_federal_funds_rate,3.01,False,False
1290,2005-06-13,D,effective_federal_funds_rate,3.04,False,False
1291,2005-06-14,D,effective_federal_funds_rate,3.01,False,False
1292,2005-06-15,D,effective_federal_funds_rate,3.05,False,False
1293,2005-06-16,D,effective_federal_funds_rate,3.0,False,False
1294,2005-06-17,D,effective_federal_funds_rate,2.99,False,False
1295,2005-06-20,D,effective_federal_funds_rate,3.01,False,False
1296,2005-06-21,D,effective_federal_funds_rate,2.96,False,False
1297,2005-06-22,D,effective_federal_funds_rate,2.93,False,False
1298,2005-06-23,D,effective_federal_funds_rate,3.05,False,False
1299,2005-06-24,D,effective_federal_funds_rate,3.07,False,False
1300,2005-06-27,D,effective_federal_funds_rate,3.17,False,False
1301,2005-06-28,D,effective_federal_funds_rate,3.17,False,False
1302,2005-06-29,D,effective_federal_funds_rate,3.2,False,False
1303,2005-06-30,D,effective_federal_funds_rate,3.35,False,False
1304,2005-07-01,D,effective_federal_funds_rate,3.36,False,False
1305,2005-07-04,D,effective_federal_funds_rate,,True,True
1306,2005-07-05,D,effective_federal_funds_rate,3.27,False,False
1307,2005-07-06,D,effective_federal_funds_rate,2.99,False,False
1308,2005-07-07,D,effective_federal_funds_rate,3.18,False,False
1309,2005-07-08,D,effective_federal_funds_rate,3.22,False,False
1310,2005-07-11,D,effective_federal_funds_rate,3.23,False,False
1311,2005-07-12,D,effective_federal_funds_rate,3.23,False,False
1312,2005-07-13,D,effective_federal_funds_rate,3.27,False,False
1313,2005-07-14,D,effective_federal_funds_rate,3.32,False,False
1314,2005-07-15,D,effective_federal_funds_rate,3.32,False,False
1315,2005-07-18,D,effective_federal_funds_rate,3.19,False,False
1316,2005-07-19,D,effective_federal_funds_rate,3.13,False,False
1317,2005-07-20,D,effective_federal_funds_rate,3.25,False,False
1318,2005-07-21,D,effective_federal_funds_rate,3.27,False,False
1319,2005-07-22,D,effective_federal_funds_rate,3.25,False,False
1320,2005-07-25,D,effective_federal_funds_rate,3.28,False,False
1321,2005-07-26,D,effective_federal_funds_rate,3.25,False,False
1322,2005-07-27,D,effective_federal_funds_rate,3.27,False,False
1323,2005-07-28,D,effective_federal_funds_rate,3.27,False,False
1324,2005-07-29,D,effective_federal_funds_rate,3.31,False,False
1325,2005-08-01,D,effective_federal_funds_rate,3.3,False,False
1326,2005-08-02,D,effective_federal_funds_rate,3.2,False,False
1327,2005-08-03,D,effective_federal_funds_rate,3.35,False,False
1328,2005-08-04,D,effective_federal_funds_rate,3.44,False,False
1329,2005-08-05,D,effective_federal_funds_rate,3.49,False,False
1330,2005-08-08,D,effective_federal_funds_rate,3.5,False,False
1331,2005-08-09,D,effective_federal_funds_rate,3.47,False,False
1332,2005-08-10,D,effective_federal_funds_rate,3.48,False,False
1333,2005-08-11,D,effective_federal_funds_rate,3.51,False,False
1334,2005-08-12,D,effective_federal_funds_rate,3.55,False,False
1335,2005-08-15,D,effective_federal_funds_rate,3.61,False,False
1336,2005-08-16,D,effective_federal_funds_rate,3.46,False,False
1337,2005-08-17,D,effective_federal_funds_rate,3.57,False,False
1338,2005-08-18,D,effective_federal_funds_rate,3.5,False,False
1339,2005-08-19,D,effective_federal_funds_rate,3.54,False,False
1340,2005-08-22,D,effective_federal_funds_rate,3.51,False,False
1341,2005-08-23,D,effective_federal_funds_rate,3.49,False,False
1342,2005-08-24,D,effective_federal_funds_rate,3.5,False,False
1343,2005-08-25,D,effective_federal_funds_rate,3.55,False,False
1344,2005-08-26,D,effective_federal_funds_rate,3.54,False,False
1345,2005-08-29,D,effective_federal_funds_rate,3.54,False,False
1346,2005-08-30,D,effective_federal_funds_rate,3.52,False,False
1347,2005-08-31,D,effective_federal_funds_rate,3.63,False,False
1348,2005-09-01,D,effective_federal_funds_rate,3.57,False,False
1349,2005-09-02,D,effective_federal_funds_rate,3.49,False,False
1350,2005-09-05,D,effective_federal_funds_rate,,True,True
1351,2005-09-06,D,effective_federal_funds_rate,3.57,False,False
1352,2005-09-07,D,effective_federal_funds_rate,3.48,False,False
1353,2005-09-08,D,effective_federal_funds_rate,3.49,False,False
1354,2005-09-09,D,effective_federal_funds_rate,3.49,False,False
1355,2005-09-12,D,effective_federal_funds_rate,3.5,False,False
1356,2005-09-13,D,effective_federal_funds_rate,3.45,False,False
1357,2005-09-14,D,effective_federal_funds_rate,3.54,False,False
1358,2005-09-15,D,effective_federal_funds_rate,3.67,False,False
1359,2005-09-16,D,effective_federal_funds_rate,3.62,False,False
1360,2005-09-19,D,effective_federal_funds_rate,3.62,False,False
1361,2005-09-20,D,effective_federal_funds_rate,3.67,False,False
1362,2005-09-21,D,effective_federal_funds_rate,3.72,False,False
1363,2005-09-22,D,effective_federal_funds_rate,3.77,False,False
1364,2005-09-23,D,effective_federal_funds_rate,3.76,False,False
1365,2005-09-26,D,effective_federal_funds_rate,3.83,False,False
1366,2005-09-27,D,effective_federal_funds_rate,3.73,False,False
1367,2005-09-28,D,effective_federal_funds_rate,3.76,False,False
1368,2005-09-29,D,effective_federal_funds_rate,3.82,False,False
1369,2005-09-30,D,effective_federal_funds_rate,3.93,False,False
1370,2005-10-03,D,effective_federal_funds_rate,3.87,False,False
1371,2005-10-04,D,effective_federal_funds_rate,3.75,False,False
1372,2005-10-05,D,effective_federal_funds_rate,3.75,False,False
1373,2005-10-06,D,effective_federal_funds_rate,3.76,False,False
1374,2005-10-07,D,effective_federal_funds_rate,3.73,False,False
1375,2005-10-10,D,effective_federal_funds_rate,,True,True
1376,2005-10-11,D,effective_federal_funds_rate,3.72,False,False
1377,2005-10-12,D,effective_federal_funds_rate,3.36,False,False
1378,2005-10-13,D,effective_federal_funds_rate,3.75,False,False
1379,2005-10-14,D,effective_federal_funds_rate,3.77,False,False
1380,2005-10-17,D,effective_federal_funds_rate,3.82,False,False
1381,2005-10-18,D,effective_federal_funds_rate,3.71,False,False
1382,2005-10-19,D,effective_federal_funds_rate,3.71,False,False
1383,2005-10-20,D,effective_federal_funds_rate,3.77,False,False
1384,2005-10-21,D,effective_federal_funds_rate,3.76,False,False
1385,2005-10-24,D,effective_federal_funds_rate,3.76,False,False
1386,2005-10-25,D,effective_federal_funds_rate,3.74,False,False
1387,2005-10-26,D,effective_federal_funds_rate,3.75,False,False
1388,2005-10-27,D,effective_federal_funds_rate,3.85,False,False
1389,2005-10-28,D,effective_federal_funds_rate,3.9,False,False
1390,2005-10-31,D,effective_federal_funds_rate,4.02,False,False
1391,2005-11-01,D,effective_federal_funds_rate,3.99,False,False
1392,2005-11-02,D,effective_federal_funds_rate,3.99,False,False
1393,2005-11-03,D,effective_federal_funds_rate,4.01,False,False
1394,2005-11-04,D,effective_federal_funds_rate,4.0,False,False
1395,2005-11-07,D,effective_federal_funds_rate,3.99,False,False
1396,2005-11-08,D,effective_federal_funds_rate,3.95,False,False
1397,2005-11-09,D,effective_federal_funds_rate,4.02,False,False
1398,2005-11-10,D,effective_federal_funds_rate,3.98,False,False
1399,2005-11-11,D,effective_federal_funds_rate,,True,True
1400,2005-11-14,D,effective_federal_funds_rate,4.03,False,False
1401,2005-11-15,D,effective_federal_funds_rate,3.97,False,False
1402,2005-11-16,D,effective_federal_funds_rate,3.96,False,False
1403,2005-11-17,D,effective_federal_funds_rate,3.98,False,False
1404,2005-11-18,D,effective_federal_funds_rate,4.0,False,False
1405,2005-11-21,D,effective_federal_funds_rate,4.03,False,False
1406,2005-11-22,D,effective_federal_funds_rate,3.99,False,False
1407,2005-11-23,D,effective_federal_funds_rate,4.01,False,False
1408,2005-11-24,D,effective_federal_funds_rate,,True,True
1409,2005-11-25,D,effective_federal_funds_rate,4.03,False,False
1410,2005-11-28,D,effective_federal_funds_rate,4.01,False,False
1411,2005-11-29,D,effective_federal_funds_rate,3.99,False,False
1412,2005-11-30,D,effective_federal_funds_rate,4.03,False,False
1413,2005-12-01,D,effective_federal_funds_rate,4.03,False,False
1414,2005-12-02,D,effective_federal_funds_rate,4.0,False,False
1415,2005-12-05,D,effective_federal_funds_rate,4.02,False,False
1416,2005-12-06,D,effective_federal_funds_rate,3.97,False,False
1417,2005-12-07,D,effective_federal_funds_rate,3.98,False,False
1418,2005-12-08,D,effective_federal_funds_rate,4.09,False,False
1419,2005-12-09,D,effective_federal_funds_rate,4.16,False,False
1420,2005-12-12,D,effective_federal_funds_rate,4.24,False,False
1421,2005-12-13,D,effective_federal_funds_rate,4.23,False,False
1422,2005-12-14,D,effective_federal_funds_rate,4.26,False,False
1423,2005-12-15,D,effective_federal_funds_rate,4.29,False,False
1424,2005-12-16,D,effective_federal_funds_rate,4.25,False,False
1425,2005-12-19,D,effective_federal_funds_rate,4.25,False,False
1426,2005-12-20,D,effective_federal_funds_rate,4.3,False,False
1427,2005-12-21,D,effective_federal_funds_rate,4.08,False,False
1428,2005-12-22,D,effective_federal_funds_rate,4.25,False,False
1429,2005-12-23,D,effective_federal_funds_rate,4.21,False,False
1430,2005-12-26,D,effective_federal_funds_rate,,True,True
1431,2005-12-27,D,effective_federal_funds_rate,4.26,False,False
1432,2005-12-28,D,effective_federal_funds_rate,4.19,False,False
1433,2005-12-29,D,effective_federal_funds_rate,4.18,False,False
1434,2005-12-30,D,effective_federal_funds_rate,4.09,False,False
1435,2006-01-02,D,effective_federal_funds_rate,,True,True
1436,2006-01-03,D,effective_federal_funds_rate,4.34,False,False
1437,2006-01-04,D,effective_federal_funds_rate,4.22,False,False
1438,2006-01-05,D,effective_federal_funds_rate,4.24,False,False
1439,2006-01-06,D,effective_federal_funds_rate,4.22,False,False
1440,2006-01-09,D,effective_federal_funds_rate,4.25,False,False
1441,2006-01-10,D,effective_federal_funds_rate,4.24,False,False
1442,2006-01-11,D,effective_federal_funds_rate,4.24,False,False
1443,2006-01-12,D,effective_federal_funds_rate,4.28,False,False
1444,2006-01-13,D,effective_federal_funds_rate,4.3,False,False
1445,2006-01-16,D,effective_federal_funds_rate,,True,True
1446,2006-01-17,D,effective_federal_funds_rate,4.32,False,False
1447,2006-01-18,D,effective_federal_funds_rate,4.24,False,False
1448,2006-01-19,D,effective_federal_funds_rate,4.23,False,False
1449,2006-01-20,D,effective_federal_funds_rate,4.24,False,False
1450,2006-01-23,D,effective_federal_funds_rate,4.26,False,False
1451,2006-01-24,D,effective_federal_funds_rate,4.28,False,False
1452,2006-01-25,D,effective_federal_funds_rate,4.36,False,False
1453,2006-01-26,D,effective_federal_funds_rate,4.37,False,False
1454,2006-01-27,D,effective_federal_funds_rate,4.42,False,False
1455,2006-01-30,D,effective_federal_funds_rate,4.48,False,False
1456,2006-01-31,D,effective_federal_funds_rate,4.47,False,False
1457,2006-02-01,D,effective_federal_funds_rate,4.47,False,False
1458,2006-02-02,D,effective_federal_funds_rate,4.48,False,False
1459,2006-02-03,D,effective_federal_funds_rate,4.51,False,False
1460,2006-02-06,D,effective_federal_funds_rate,4.51,False,False
1461,2006-02-07,D,effective_federal_funds_rate,4.47,False,False
1462,2006-02-08,D,effective_federal_funds_rate,4.48,False,False
1463,2006-02-09,D,effective_federal_funds_rate,4.52,False,False
1464,2006-02-10,D,effective_federal_funds_rate,4.51,False,False
1465,2006-02-13,D,effective_federal_funds_rate,4.44,False,False
1466,2006-02-14,D,effective_federal_funds_rate,4.45,False,False
1467,2006-02-15,D,effective_federal_funds_rate,4.5,False,False
1468,2006-02-16,D,effective_federal_funds_rate,4.48,False,False
1469,2006-02-17,D,effective_federal_funds_rate,4.48,False,False
1470,2006-02-20,D,effective_federal_funds_rate,,True,True
1471,2006-02-21,D,effective_federal_funds_rate,4.54,False,False
1472,2006-02-22,D,effective_federal_funds_rate,4.49,False,False
1473,2006-02-23,D,effective_federal_funds_rate,4.47,False,False
1474,2006-02-24,D,effective_federal_funds_rate,4.48,False,False
1475,2006-02-27,D,effective_federal_funds_rate,4.52,False,False
1476,2006-02-28,D,effective_federal_funds_rate,4.52,False,False
1477,2006-03-01,D,effective_federal_funds_rate,4.52,False,False
1478,2006-03-02,D,effective_federal_funds_rate,4.5,False,False
1479,2006-03-03,D,effective_federal_funds_rate,4.51,False,False
1480,2006-03-06,D,effective_federal_funds_rate,4.51,False,False
1481,2006-03-07,D,effective_federal_funds_rate,4.51,False,False
1482,2006-03-08,D,effective_federal_funds_rate,4.51,False,False
1483,2006-03-09,D,effective_federal_funds_rate,4.51,False,False
1484,2006-03-10,D,effective_federal_funds_rate,4.51,False,False
1485,2006-03-13,D,effective_federal_funds_rate,4.52,False,False
1486,2006-03-14,D,effective_federal_funds_rate,4.51,False,False
1487,2006-03-15,D,effective_federal_funds_rate,4.47,False,False
1488,2006-03-16,D,effective_federal_funds_rate,4.55,False,False
1489,2006-03-17,D,effective_federal_funds_rate,4.6,False,False
1490,2006-03-20,D,effective_federal_funds_rate,4.55,False,False
1491,2006-03-21,D,effective_federal_funds_rate,4.54,False,False
1492,2006-03-22,D,effective_federal_funds_rate,4.58,False,False
1493,2006-03-23,D,effective_federal_funds_rate,4.64,False,False
1494,2006-03-24,D,effective_federal_funds_rate,4.69,False,False
1495,2006-03-27,D,effective_federal_funds_rate,4.77,False,False
1496,2006-03-28,D,effective_federal_funds_rate,4.7,False,False
1497,2006-03-29,D,effective_federal_funds_rate,4.69,False,False
1498,2006-03-30,D,effective_federal_funds_rate,4.76,False,False
1499,2006-03-31,D,effective_federal_funds_rate,5.0,False,False
1500,2006-04-03,D,effective_federal_funds_rate,4.87,False,False
1501,2006-04-04,D,effective_federal_funds_rate,4.76,False,False
1502,2006-04-05,D,effective_federal_funds_rate,4.76,False,False
1503,2006-04-06,D,effective_federal_funds_rate,4.76,False,False
1504,2006-04-07,D,effective_federal_funds_rate,4.76,False,False
1505,2006-04-10,D,effective_federal_funds_rate,4.78,False,False
1506,2006-04-11,D,effective_federal_funds_rate,4.74,False,False
1507,2006-04-12,D,effective_federal_funds_rate,4.78,False,False
1508,2006-04-13,D,effective_federal_funds_rate,4.82,False,False
1509,2006-04-14,D,effective_federal_funds_rate,4.8,False,False
1510,2006-04-17,D,effective_federal_funds_rate,4.78,False,False
1511,2006-04-18,D,effective_federal_funds_rate,4.72,False,False
1512,2006-04-19,D,effective_federal_funds_rate,4.7,False,False
1513,2006-04-20,D,effective_federal_funds_rate,4.73,False,False
1514,2006-04-21,D,effective_federal_funds_rate,4.74,False,False
1515,2006-04-24,D,effective_federal_funds_rate,4.77,False,False
1516,2006-04-25,D,effective_federal_funds_rate,4.74,False,False
1517,2006-04-26,D,effective_federal_funds_rate,4.73,False,False
1518,2006-04-27,D,effective_federal_funds_rate,4.79,False,False
1519,2006-04-28,D,effective_federal_funds_rate,4.86,False,False
1520,2006-05-01,D,effective_federal_funds_rate,4.84,False,False
1521,2006-05-02,D,effective_federal_funds_rate,4.79,False,False
1522,2006-05-03,D,effective_federal_funds_rate,4.81,False,False
1523,2006-05-04,D,effective_federal_funds_rate,4.83,False,False
1524,2006-05-05,D,effective_federal_funds_rate,4.83,False,False
1525,2006-05-08,D,effective_federal_funds_rate,4.88,False,False
1526,2006-05-09,D,effective_federal_funds_rate,4.78,False,False
1527,2006-05-10,D,effective_federal_funds_rate,4.88,False,False
1528,2006-05-11,D,effective_federal_funds_rate,4.99,False,False
1529,2006-05-12,D,effective_federal_funds_rate,5.01,False,False
1530,2006-05-15,D,effective_federal_funds_rate,5.01,False,False
1531,2006-05-16,D,effective_federal_funds_rate,4.98,False,False
1532,2006-05-17,D,effective_federal_funds_rate,4.96,False,False
1533,2006-05-18,D,effective_federal_funds_rate,5.0,False,False
1534,2006-05-19,D,effective_federal_funds_rate,5.0,False,False
1535,2006-05-22,D,effective_federal_funds_rate,5.0,False,False
1536,2006-05-23,D,effective_federal_funds_rate,4.94,False,False
1537,2006-05-24,D,effective_federal_funds_rate,4.9,False,False
1538,2006-05-25,D,effective_federal_funds_rate,5.01,False,False
1539,2006-05-26,D,effective_federal_funds_rate,4.99,False,False
1540,2006-05-29,D,effective_federal_funds_rate,,True,True
1541,2006-05-30,D,effective_federal_funds_rate,5.02,False,False
1542,2006-05-31,D,effective_federal_funds_rate,5.05,False,False
1543,2006-06-01,D,effective_federal_funds_rate,5.02,False,False
1544,2006-06-02,D,effective_federal_funds_rate,4.97,False,False
1545,2006-06-05,D,effective_federal_funds_rate,5.01,False,False
1546,2006-06-06,D,effective_federal_funds_rate,4.99,False,False
1547,2006-06-07,D,effective_federal_funds_rate,4.99,False,False
1548,2006-06-08,D,effective_federal_funds_rate,5.02,False,False
1549,2006-06-09,D,effective_federal_funds_rate,5.0,False,False
1550,2006-06-12,D,effective_federal_funds_rate,5.01,False,False
1551,2006-06-13,D,effective_federal_funds_rate,5.0,False,False
1552,2006-06-14,D,effective_federal_funds_rate,5.0,False,False
1553,2006-06-15,D,effective_federal_funds_rate,5.02,False,False
1554,2006-06-16,D,effective_federal_funds_rate,4.94,False,False
1555,2006-06-19,D,effective_federal_funds_rate,4.95,False,False
1556,2006-06-20,D,effective_federal_funds_rate,4.92,False,False
1557,2006-06-21,D,effective_federal_funds_rate,4.91,False,False
1558,2006-06-22,D,effective_federal_funds_rate,4.98,False,False
1559,2006-06-23,D,effective_federal_funds_rate,4.98,False,False
1560,2006-06-26,D,effective_federal_funds_rate,5.03,False,False
1561,2006-06-27,D,effective_federal_funds_rate,5.02,False,False
1562,2006-06-28,D,effective_federal_funds_rate,5.06,False,False
1563,2006-06-29,D,effective_federal_funds_rate,5.08,False,False
1564,2006-06-30,D,effective_federal_funds_rate,5.05,False,False
1565,2006-07-03,D,effective_federal_funds_rate,5.25,False,False
1566,2006-07-04,D,effective_federal_funds_rate,,True,True
1567,2006-07-05,D,effective_federal_funds_rate,5.25,False,False
1568,2006-07-06,D,effective_federal_funds_rate,5.24,False,False
1569,2006-07-07,D,effective_federal_funds_rate,5.22,False,False
1570,2006-07-10,D,effective_federal_funds_rate,5.24,False,False
1571,2006-07-11,D,effective_federal_funds_rate,5.25,False,False
1572,2006-07-12,D,effective_federal_funds_rate,5.27,False,False
1573,2006-07-13,D,effective_federal_funds_rate,5.26,False,False
1574,2006-07-14,D,effective_federal_funds_rate,5.26,False,False
1575,2006-07-17,D,effective_federal_funds_rate,5.28,False,False
1576,2006-07-18,D,effective_federal_funds_rate,5.22,False,False
1577,2006-07-19,D,effective_federal_funds_rate,5.23,False,False
1578,2006-07-20,D,effective_federal_funds_rate,5.24,False,False
1579,2006-07-21,D,effective_federal_funds_rate,5.23,False,False
1580,2006-07-24,D,effective_federal_funds_rate,5.24,False,False
1581,2006-07-25,D,effective_federal_funds_rate,5.24,False,False
1582,2006-07-26,D,effective_federal_funds_rate,5.24,False,False
1583,2006-07-27,D,effective_federal_funds_rate,5.27,False,False
1584,2006-07-28,D,effective_federal_funds_rate,5.26,False,False
1585,2006-07-31,D,effective_federal_funds_rate,5.31,False,False
1586,2006-08-01,D,effective_federal_funds_rate,5.27,False,False
1587,2006-08-02,D,effective_federal_funds_rate,5.25,False,False
1588,2006-08-03,D,effective_federal_funds_rate,5.27,False,False
1589,2006-08-04,D,effective_federal_funds_rate,5.25,False,False
1590,2006-08-07,D,effective_federal_funds_rate,5.24,False,False
1591,2006-08-08,D,effective_federal_funds_rate,5.26,False,False
1592,2006-08-09,D,effective_federal_funds_rate,5.25,False,False
1593,2006-08-10,D,effective_federal_funds_rate,5.24,False,False
1594,2006-08-11,D,effective_federal_funds_rate,5.24,False,False
1595,2006-08-14,D,effective_federal_funds_rate,5.26,False,False
1596,2006-08-15,D,effective_federal_funds_rate,5.24,False,False
1597,2006-08-16,D,effective_federal_funds_rate,5.17,False,False
1598,2006-08-17,D,effective_federal_funds_rate,5.2,False,False
1599,2006-08-18,D,effective_federal_funds_rate,5.25,False,False
1600,2006-08-21,D,effective_federal_funds_rate,5.24,False,False
1601,2006-08-22,D,effective_federal_funds_rate,5.24,False,False
1602,2006-08-23,D,effective_federal_funds_rate,5.25,False,False
1603,2006-08-24,D,effective_federal_funds_rate,5.25,False,False
1604,2006-08-25,D,effective_federal_funds_rate,5.25,False,False
1605,2006-08-28,D,effective_federal_funds_rate,5.25,False,False
1606,2006-08-29,D,effective_federal_funds_rate,5.23,False,False
1607,2006-08-30,D,effective_federal_funds_rate,5.25,False,False
1608,2006-08-31,D,effective_federal_funds_rate,5.31,False,False
1609,2006-09-01,D,effective_federal_funds_rate,5.25,False,False
1610,2006-09-04,D,effective_federal_funds_rate,,True,True
1611,2006-09-05,D,effective_federal_funds_rate,5.26,False,False
1612,2006-09-06,D,effective_federal_funds_rate,5.21,False,False
1613,2006-09-07,D,effective_federal_funds_rate,5.23,False,False
1614,2006-09-08,D,effective_federal_funds_rate,5.23,False,False
1615,2006-09-11,D,effective_federal_funds_rate,5.24,False,False
1616,2006-09-12,D,effective_federal_funds_rate,5.21,False,False
1617,2006-09-13,D,effective_federal_funds_rate,5.26,False,False
1618,2006-09-14,D,effective_federal_funds_rate,5.26,False,False
1619,2006-09-15,D,effective_federal_funds_rate,5.25,False,False
1620,2006-09-18,D,effective_federal_funds_rate,5.23,False,False
1621,2006-09-19,D,effective_federal_funds_rate,5.21,False,False
1622,2006-09-20,D,effective_federal_funds_rate,5.23,False,False
1623,2006-09-21,D,effective_federal_funds_rate,5.24,False,False
1624,2006-09-22,D,effective_federal_funds_rate,5.27,False,False
1625,2006-09-25,D,effective_federal_funds_rate,5.3,False,False
1626,2006-09-26,D,effective_federal_funds_rate,5.25,False,False
1627,2006-09-27,D,effective_federal_funds_rate,5.3,False,False
1628,2006-09-28,D,effective_federal_funds_rate,5.28,False,False
1629,2006-09-29,D,effective_federal_funds_rate,5.34,False,False
1630,2006-10-02,D,effective_federal_funds_rate,5.33,False,False
1631,2006-10-03,D,effective_federal_funds_rate,5.25,False,False
1632,2006-10-04,D,effective_federal_funds_rate,5.23,False,False
1633,2006-10-05,D,effective_federal_funds_rate,5.23,False,False
1634,2006-10-06,D,effective_federal_funds_rate,5.22,False,False
1635,2006-10-09,D,effective_federal_funds_rate,,True,True
1636,2006-10-10,D,effective_federal_funds_rate,5.28,False,False
1637,2006-10-11,D,effective_federal_funds_rate,5.25,False,False
1638,2006-10-12,D,effective_federal_funds_rate,5.25,False,False
1639,2006-10-13,D,effective_federal_funds_rate,5.21,False,False
1640,2006-10-16,D,effective_federal_funds_rate,5.28,False,False
1641,2006-10-17,D,effective_federal_funds_rate,5.21,False,False
1642,2006-10-18,D,effective_federal_funds_rate,5.23,False,False
1643,2006-10-19,D,effective_federal_funds_rate,5.22,False,False
1644,2006-10-20,D,effective_federal_funds_rate,5.25,False,False
1645,2006-10-23,D,effective_federal_funds_rate,5.24,False,False
1646,2006-10-24,D,effective_federal_funds_rate,5.24,False,False
1647,2006-10-25,D,effective_federal_funds_rate,5.26,False,False
1648,2006-10-26,D,effective_federal_funds_rate,5.23,False,False
1649,2006-10-27,D,effective_federal_funds_rate,5.23,False,False
1650,2006-10-30,D,effective_federal_funds_rate,5.27,False,False
1651,2006-10-31,D,effective_federal_funds_rate,5.31,False,False
1652,2006-11-01,D,effective_federal_funds_rate,5.23,False,False
1653,2006-11-02,D,effective_federal_funds_rate,5.22,False,False
1654,2006-11-03,D,effective_federal_funds_rate,5.25,False,False
1655,2006-11-06,D,effective_federal_funds_rate,,True,True
1656,2006-11-07,D,effective_federal_funds_rate,5.22,False,False
1657,2006-11-08,D,effective_federal_funds_rate,5.22,False,False
1658,2006-11-09,D,effective_federal_funds_rate,5.23,False,False
1659,2006-11-10,D,effective_federal_funds_rate,5.23,False,False
1660,2006-11-13,D,effective_federal_funds_rate,5.27,False,False
1661,2006-11-14,D,effective_federal_funds_rate,,True,True
1662,2006-11-15,D,effective_federal_funds_rate,5.29,False,False
1663,2006-11-16,D,effective_federal_funds_rate,5.25,False,False
1664,2006-11-17,D,effective_federal_funds_rate,5.2,False,False
1665,2006-11-20,D,effective_federal_funds_rate,5.25,False,False
1666,2006-11-21,D,effective_federal_funds_rate,5.29,False,False
1667,2006-11-22,D,effective_federal_funds_rate,5.26,False,False
1668,2006-11-23,D,effective_federal_funds_rate,,True,True
1669,2006-11-24,D,effective_federal_funds_rate,5.24,False,False
1670,2006-11-27,D,effective_federal_funds_rate,5.32,False,False
1671,2006-11-28,D,effective_federal_funds_rate,5.24,False,False
1672,2006-11-29,D,effective_federal_funds_rate,5.26,False,False
1673,2006-11-30,D,effective_federal_funds_rate,5.31,False,False
1674,2006-12-01,D,effective_federal_funds_rate,5.27,False,False
1675,2006-12-04,D,effective_federal_funds_rate,5.22,False,False
1676,2006-12-05,D,effective_federal_funds_rate,5.21,False,False
1677,2006-12-06,D,effective_federal_funds_rate,5.22,False,False
1678,2006-12-07,D,effective_federal_funds_rate,5.25,False,False
1679,2006-12-08,D,effective_federal_funds_rate,5.25,False,False
1680,2006-12-11,D,effective_federal_funds_rate,5.25,False,False
1681,2006-12-12,D,effective_federal_funds_rate,5.23,False,False
1682,2006-12-13,D,effective_federal_funds_rate,5.23,False,False
1683,2006-12-14,D,effective_federal_funds_rate,5.29,False,False
1684,2006-12-15,D,effective_federal_funds_rate,5.27,False,False
1685,2006-12-18,D,effective_federal_funds_rate,5.21,False,False
1686,2006-12-19,D,effective_federal_funds_rate,5.21,False,False
1687,2006-12-20,D,effective_federal_funds_rate,5.26,False,False
1688,2006-12-21,D,effective_federal_funds_rate,5.25,False,False
1689,2006-12-22,D,effective_federal_funds_rate,5.24,False,False
1690,2006-12-25,D,effective_federal_funds_rate,,True,True
1691,2006-12-26,D,effective_federal_funds_rate,5.29,False,False
1692,2006-12-27,D,effective_federal_funds_rate,5.17,False,False
1693,2006-12-28,D,effective_federal_funds_rate,5.25,False,False
1694,2006-12-29,D,effective_federal_funds_rate,5.17,False,False
1695,2007-01-01,D,effective_federal_funds_rate,,True,True
1696,2007-01-02,D,effective_federal_funds_rate,5.3,False,False
1697,2007-01-03,D,effective_federal_funds_rate,5.28,False,False
1698,2007-01-04,D,effective_federal_funds_rate,5.24,False,False
1699,2007-01-05,D,effective_federal_funds_rate,5.21,False,False
1700,2007-01-08,D,effective_federal_funds_rate,5.23,False,False
1701,2007-01-09,D,effective_federal_funds_rate,5.25,False,False
1702,2007-01-10,D,effective_federal_funds_rate,5.26,False,False
1703,2007-01-11,D,effective_federal_funds_rate,5.27,False,False
1704,2007-01-12,D,effective_federal_funds_rate,5.22,False,False
1705,2007-01-15,D,effective_federal_funds_rate,,True,True
1706,2007-01-16,D,effective_federal_funds_rate,5.28,False,False
1707,2007-01-17,D,effective_federal_funds_rate,5.25,False,False
1708,2007-01-18,D,effective_federal_funds_rate,5.23,False,False
1709,2007-01-19,D,effective_federal_funds_rate,5.25,False,False
1710,2007-01-22,D,effective_federal_funds_rate,5.24,False,False
